"station","Present_Tmax","Present_Tmin","LDAPS_RHmin","LDAPS_RHmax","LDAPS_Tmax_lapse","LDAPS_Tmin_lapse","LDAPS_WS","LDAPS_LH","LDAPS_CC1","LDAPS_CC2","LDAPS_CC3","LDAPS_CC4","LDAPS_PPT1","LDAPS_PPT2","LDAPS_PPT3","LDAPS_PPT4","lat","lon","DEM","Slope","Solar.radiation","Next_Tmax"
7,27.9,24.9,69.1762619,87.143013,25.78717086,22.18960587,6.914631744,99.00437689,0.657620682,0.457784689,0.689139001,0.723972178,0.094232033,0,0,0.001800445,37.5776,126.838,12.37,0.0985,5048.708496,26.7
3,32.6,27.5,57.65456772,82.2905426,32.23517637,28.16109591,7.040675402,11.14829552,0.44592707,0.466479393,0.490089551,0.352457988,0,0,0,0,37.5776,127.058,33.3068,0.2661,5627.421875,32.4
7,31.6,23,77.67289734,94.51862335,26.03678666,23.20707721,7.236755252,91.9331789,0.107328171,0.386655787,0.53115501,0.447967855,0,0,0,0,37.5776,126.838,12.37,0.0985,5757.716309,29
18,36.7,26.4,51.49027634,85.11270905,32.65114671,25.18054135,5.301401277,103.1577555,0.052067443,0.119569043,0.257271648,0.304737227,0,0,0.001937123,1.169094523,37.4832,127.024,56.4448,1.2313,4885.207031,36.8
19,31.5,26.5,60.8569603,93.7579422,30.98216649,26.37263481,8.697659731,52.56063284,0.245887967,0.546125727,0.295373407,0.55679678,0,0,0.011507676,2.027477561,37.5776,126.938,75.0924,1.7678,4971.731445,31.8
18,29,24,79.04933167,91.55762482,28.11501734,25.15769488,9.825239817,60.5406336,0.728915273,0.78598111,0.643350188,0.646317819,0.008846598,7.196419636,0,0,37.4832,127.024,56.4448,1.2313,5813.991211,30.2
19,29.9,24.1,62.14976883,91.24935913,30.0754872,24.84287599,5.873839776,46.07947278,0.597338027,0.640579915,0.243497829,0.172790415,0.80018576,0.00012966,0,0,37.5776,126.938,75.0924,1.7678,5676.257813,29.2
22,29.8,24.1,74.3081131,92.39588928,28.4825446,24.93676096,3.688808312,49.40880124,0.601730106,0.421812034,0.43745711,0.342263569,0.386809675,0.028404371,0.008678579,0.246116212,37.5102,127.086,21.9668,0.1332,5335.196289,29.3
21,33.1,25.9,44.09204865,81.17081451,32.63112948,27.67583283,6.250422508,12.31828266,0.138730189,0.151166826,0.224392418,0.026492243,0,0,0,0,37.5507,127.04,26.298,0.5721,5062.609375,32.8
17,31.2,18.5,47.59865952,91.94361115,31.90228365,21.92491483,4.894487659,155.1135669,0.050368249,0.176585916,0.24670102,0.26971435,0,0,0,0,37.6181,127.099,53.4712,0.697,5651.999512,32.6
18,31.9,24.1,67.69382477,87.26283264,26.84698504,23.76971176,4.127048512,43.46807981,0.333263663,0.71595403,0.527999914,0.631839858,0.009951415,0.604681483,0,0,37.4832,127.024,56.4448,1.2313,4986.401367,33.1
25,32.2,27.6,60.62649536,84.56495667,32.10920923,27.90320314,6.822867095,8.000933091,0.470678008,0.490848576,0.510751234,0.326100597,0,0,0,0,37.5237,126.97,19.5844,0.2713,5619.105957,33
5,26.7,23.5,59.94117355,96.97054291,30.58476957,24.78545194,7.989755174,108.5786595,0.532799584,0.251442575,0.141894741,0.086939961,3.16309015,0,0,0,37.5507,127.135,35.038,0.5055,5483.246094,30.9
6,31.8,22.5,38.89156723,70.56755829,31.50409862,23.22952158,6.590795577,58.70011322,0.013399816,0.138637858,0.59634767,0.304537182,0,0,0.02534315,0.00740315,37.5102,127.042,54.6384,0.1457,5848.636719,30.3
5,30.6,24.3,56.04447174,83.4356842,31.45549485,24.35237504,5.482568453,104.3436529,0.165990047,0.508173581,0.307994114,0.39863719,0,0,0.015919297,0,37.5507,127.135,35.038,0.5055,5603.330078,33.1
15,31.8,23.5,56.79942703,88.15479279,29.56190586,25.72250266,8.418866624,23.54314025,0.3634296,0.631905477,0.718631944,0.546693364,0,0.175081159,0,0.011124006,37.5507,126.937,30.0464,0.8552,4772.682617,31
21,30.9,23.1,32.63936615,68.66692352,32.74398715,24.42785649,6.79551062,15.66479383,0.04304867,0.001626559,0.003455816,0,0,0,0,0,37.5507,127.04,26.298,0.5721,4649.458496,32.3
16,29.3,25.4,70.41147614,93.38755035,29.14869493,26.03531285,4.91208759,56.75989807,0.700346107,0.655960447,0.491243246,0.295313409,3.407185064,0.16888027,0.653731272,0,37.4697,126.995,82.2912,2.2579,5536.100586,31.9
18,31.7,23.5,59.59674072,85.83154297,28.01649401,23.37335961,6.400449495,82.4304177,0.07030544,0.353972972,0.441185027,0.661382342,0,0,0,0,37.4832,127.024,56.4448,1.2313,5082.563477,28.5
10,30.2,25,73.36914825,97.59362793,27.13211555,24.4142594,8.920839528,39.3700734,0.773069394,0.779388132,0.747984353,0.590773906,0.048673553,5.316734711,0.50048532,0.015235201,37.4562,126.955,208.507,5.1782,5570.72168,29.4
20,29.7,20.2,70.8861618,96.62612152,24.52922847,22.43322558,10.44252835,93.19862401,0.478770032,0.415141797,0.538359533,0.676106112,0,0.000275876,0.289995356,0.833846964,37.6181,127.004,146.554,4.7296,4782.768555,28.1
9,35.1,25.4,82.4953537,96.46115875,28.66607305,23.77740121,5.9751242,49.16186706,0.609979397,0.766669197,0.736332132,0.364403024,3.15206337,3.145597661,0.099629368,0,37.4967,126.826,50.9312,0.4125,5255.568848,34.4
6,26.8,20.8,64.79071045,88.93386841,28.08364157,22.25935625,6.76282684,46.5617516,0.496469502,0.224900407,0.251515264,0.266675438,0.381559567,0,0,0,37.5102,127.042,54.6384,0.1457,4972.712891,28.5
2,28.2,21.8,50.03740311,89.69857025,31.81379388,23.32046668,6.826096078,74.90943189,0.776468404,0.102498937,0.204849663,0.151955928,3.276951273,0,0,0,37.6046,127.032,44.7624,0.5141,5851.499512,32
20,29.1,23.8,65.33420563,98.86766815,25.84599735,22.09198619,7.927441428,87.5507131,0.445015999,0.528650922,0.131361262,0.000524404,0.00683559,0.51479309,0.010301024,0,37.6181,127.004,146.554,4.7296,5610.561035,29.4
4,28.2,24.1,93.27786255,98.72283936,24.46651482,22.1071941,12.90879416,101.583381,0.719790443,0.369765894,0.646712079,0.646805031,3.473906954,0.862515117,0.410820047,2.111757507,37.645,127.022,45.716,2.5348,5753.800293,24.7
5,31.9,25.4,56.01522827,86.34626007,30.85410398,25.2658971,4.419772744,115.5565696,0.410661621,0.411925892,0.231505774,0.106416373,0,0,0,0,37.5507,127.135,35.038,0.5055,4677.062012,33.1
21,25.7,23.9,48.02544022,82.84005737,34.09274022,25.2328172,7.642392457,10.43871667,0.30479433,0.151805871,0.132304122,0.275480672,0,0,0,0,37.5507,127.04,26.298,0.5721,5153.790039,32.2
12,32.9,24.2,62.75759506,92.53033447,27.69196597,23.16118258,4.916066925,62.96488126,0.768895432,0.381519995,0.659293309,0.462421234,0.553426146,0,0.233251678,0.306278901,37.5507,126.988,132.118,0.5931,5820.04248,30.9
1,26.2,22.3,93.71872711,98.7361908,24.71477533,23.80674266,13.3839198,24.08639373,0.818817092,0.925857312,0.566394861,0.597514802,0.115703162,4.070562184,0.123219305,0.000689888,37.6046,126.991,212.335,2.785,5746.562988,23.8
12,29.4,22.1,41.97051239,89.18885803,30.83551962,22.71633316,8.570559859,39.73798045,0.233540778,0.183599396,0.221245601,0.151923236,0.00661396,0,0,0,37.5507,126.988,132.118,0.5931,5794.26709,31
24,33,24.6,40.69186783,71.14382172,35.39515272,27.50665454,5.966301958,44.62114414,0.110950472,0.149323256,0.303058857,0.347030677,0.009136286,0,0.000863546,0,37.5237,126.909,17.2956,0.2223,5769.862305,34.9
11,31,22.9,56.2020874,85.06109619,28.58072726,22.61256734,7.63040476,51.30340226,0.330227405,0.344133813,0.561697307,0.467135617,0,0.001753713,0.043389186,0.233064819,37.5372,127.085,28.7,0.6233,5190.547852,27.7
7,32.7,27.9,51.4264183,87.23571014,32.35268221,25.97625506,6.11779362,175.8670449,0.074893393,0.299171632,0.170300312,0.077968771,0,0,0,0,37.5776,126.838,12.37,0.0985,5332.515625,35.7
13,28.1,22.9,80.07137299,91.42177582,25.92017678,22.43051941,6.376364966,46.19077444,0.738260199,0.752898648,0.883308965,0.7473004,0.098887706,0.74240895,5.32755587,0.286414004,37.5776,127.083,59.8324,2.6865,4848.42334,25.6
10,28.6,21.6,55.84825134,92.35749054,27.36882309,22.25288294,7.052800834,54.97618751,0.546287154,0.336314318,0.492696585,0.506336504,0.020839771,0,0,0,37.4562,126.955,208.507,5.1782,5764.948242,27.9
11,25.5,20.1,65.99415588,95.2350769,25.76011556,20.91657065,5.781465878,46.67916044,0.849593014,0.623084234,0.319241512,0.237232067,1.014716109,0.161155103,0.002255362,0,37.5372,127.085,28.7,0.6233,5823.45459,27.4
11,34.5,25.5,42.02881622,80.85081482,35.8098107,26.91893258,5.046400378,74.99832916,0.029382605,0.003816998,0.081084085,0.275774568,0,0,0.133129517,0.011699737,37.5372,127.085,28.7,0.6233,5274.280762,36
21,30.1,23,58.36115646,81.58815765,31.23520036,25.70805286,9.3999149,10.37927411,0.180041902,0.358908906,0.178090493,0.377281807,0,0,0,0,37.5507,127.04,26.298,0.5721,5657.239258,30.3
14,29,24.2,46.61928558,90.27272797,31.305969,24.72386338,7.949850778,15.12974977,0.28815732,0.115936208,0.092836985,0.158952423,0,0,0,0,37.4967,126.927,30.968,0.618,5313.929199,29.7
19,27.5,23.3,54.24977875,77.79007721,28.85088373,22.59606384,6.370103836,42.32647157,0.320550914,0.305566767,0.174026072,0.341344145,0,0,0,0.000663712,37.5776,126.938,75.0924,1.7678,4688.676758,30.3
6,30,22.3,47.99312973,87.24330139,32.04682527,24.58810711,7.597567896,46.88571302,0.280830763,0.209167943,0.097393757,0.071613619,0,0,0,0,37.5102,127.042,54.6384,0.1457,5685.702148,30.5
7,33.1,26.1,55.44927216,92.6762619,33.24067427,25.23831142,4.587190886,137.3585116,0.032083466,0.005228865,0.062909501,0.13910922,0,0,0,0,37.5776,126.838,12.37,0.0985,5253.399414,35.2
19,23.2,20.3,52.98465347,90.63916016,28.85143321,20.44301159,4.878434196,42.69681879,0.403287535,0.29016969,0.172774561,0.060930611,0,0,0,0,37.5776,126.938,75.0924,1.7678,5069.371094,29.2
4,27.9,21.4,55.67670441,81.99094391,26.23183667,16.94897156,10.58038121,87.52374387,0.123193367,0.199100219,0.170585114,0.466122695,0,0,0,0.000108805,37.645,127.022,45.716,2.5348,5700.435059,28.8
7,30,23.3,51.35559082,92.25779724,29.62741134,22.62036149,5.472700367,140.3723202,0.117707403,0.054740575,0.033416036,0.04682117,0,0,0,0,37.5776,126.838,12.37,0.0985,5048.708496,31.7
6,23.8,21.6,49.14869308,90.02058411,29.61329512,20.67589977,5.155895342,44.89001274,0.424599074,0.137468974,0.271998778,0.1288049,0.05110947,0,0.00182823,0.016352771,37.5102,127.042,54.6384,0.1457,5037.928223,29.9
17,29.7,24.4,76.1257019,91.91139984,26.61260556,23.64175819,3.444602201,38.32220165,0.228884489,0.640244717,0.722703716,0.794937126,0,0.011184249,0.108770981,0.017044674,37.6181,127.099,53.4712,0.697,5302.347168,26.5
11,30.9,23.9,70.75166321,92.13686371,28.90494244,24.08558018,7.515972495,60.24200018,0.922980694,0.730834386,0.632060937,0.825183774,3.395066688,3.200565249,0,0.134657616,37.5372,127.085,28.7,0.6233,5514.796875,27.2
20,26.3,23.8,64.24790192,98.23594666,29.27475686,23.41502335,11.91112826,81.90767382,0.371869881,0.222123917,0.218907861,0.112270017,0,0,0,0.05874455,37.6181,127.004,146.554,4.7296,5751.265137,29.7
21,28.7,24,82.35496521,92.51557922,27.15254467,25.65747004,9.848386188,33.46282131,0.766854136,0.897005987,0.552069711,0.536651513,0.011632398,3.031612874,0.003446462,0,37.5507,127.04,26.298,0.5721,5605.689453,26.4
13,29.6,24,73.50151062,87.38598633,27.45253883,25.04240105,10.26650825,18.60924284,0.505721337,0.696376884,0.641120395,0.664031431,0,0,0.014221198,0.001353436,37.5776,127.083,59.8324,2.6865,5715.945801,29.8
23,31.6,26.1,45.29172134,75.3104248,33.34417989,26.09966008,6.535622319,85.82589785,0.271888233,0.176714548,0.328143448,0.456338211,0,0,0,0,37.5372,126.891,15.5876,0.1554,5200.321777,32.6
19,31.8,21.6,44.00569534,71.94241333,30.48747151,23.24128092,6.870733112,47.74854771,0.026348035,0.124600574,0.424025611,0.317238546,0,0,0.000558364,0,37.5776,126.938,75.0924,1.7678,5868.875,29.5
4,25.4,20.1,66.0361557,91.34508514,22.65925605,18.49592694,7.539123704,68.54499002,0.375588964,0.349613512,0.380220979,0.280588735,0,0,0.026860918,0.000224136,37.645,127.022,45.716,2.5348,4642.163574,25.4
7,29,24.4,58.98332596,94.39848328,29.38116194,24.08167136,6.136380275,134.9488986,0.23004069,0.117174573,0.076595186,0.173159808,0,0,0,0,37.5776,126.838,12.37,0.0985,5306.734863,29.5
19,33.6,22.3,71.84117126,90.64022064,26.43162235,23.3813486,7.083731552,24.96164735,0.078001267,0.396806174,0.583333271,0.485143849,0,0,0,0,37.5776,126.938,75.0924,1.7678,5803.192871,29.7
4,29.6,25.2,83.21030426,95.84957123,25.65233046,23.12646017,3.380252163,36.7271227,0.221056758,0.639071354,0.720271007,0.759633127,0,0.04796147,0.132838289,0.072772075,37.645,127.022,45.716,2.5348,5288.587402,26.8
16,32.4,24.2,64.15444946,91.65998077,29.90806912,25.30084087,6.92441843,82.31249372,0.213773404,0.312851625,0.152038808,0.028974059,0,0,0,0,37.4697,126.995,82.2912,2.2579,5424.245117,31.6
10,28.7,21.7,53.74554825,89.89706421,29.25474861,22.04670227,6.68599697,60.44796022,0.220522356,0.272913229,0.462178431,0.480357241,0,0,0.880885477,0,37.4562,126.955,208.507,5.1782,4843.271973,27.8
19,29.7,21,50.18208313,78.00600433,28.52594884,20.82003098,5.808964968,41.31402576,0.13024842,0.180040667,0.40901397,0.248102442,0,0,0,0,37.5776,126.938,75.0924,1.7678,4650.964355,28.1
21,30.9,24.9,66.10073853,87.77693939,27.8805386,24.2332835,8.037523866,18.37221174,0.213342257,0.6101335,0.722589999,0.706007015,0,0,0.001483448,0.158556592,37.5507,127.04,26.298,0.5721,5623.480469,28.2
22,27.1,20.5,40.68685913,90.93731689,29.29520801,20.7565228,5.088794609,67.22585328,0.0427641,0.174175708,8.63e-05,0.010085329,0,0,0,0,37.5102,127.086,21.9668,0.1332,4520.791504,31.4
23,29.6,24.4,55.93227386,88.34124756,30.14422358,24.73535472,5.1179534,73.43989444,0.208085636,0.056474136,0.347575979,0.454069968,0,0,0,0,37.5372,126.891,15.5876,0.1554,5498.5625,32.5
9,27.8,17.7,59.29993057,91.67429352,24.42943521,18.28504523,9.35357372,103.3300283,0.680959067,0.318848758,0.3969355,0.65128393,0.402180567,0,0.122030725,0.268091396,37.4967,126.826,50.9312,0.4125,4549.967285,25.2
24,28.8,26.3,79.17756653,93.50570679,28.23156691,24.99445175,9.933138172,48.92696436,0.823891267,0.888969656,0.586998152,0.727916445,10.27414908,18.15007039,0,0.867867112,37.5237,126.909,17.2956,0.2223,5612.461426,30.1
8,29.2,24.1,50.14251328,89.02789307,31.66675574,25.20151196,4.944752355,43.31038266,0.485629942,0.287577152,0.277122143,0.234791063,0,0.003660059,0,0,37.4697,126.91,52.518,1.5629,5623.22168,31.7
10,31.6,20.4,39.73514557,77.44606018,29.62717743,22.22460396,6.557073086,69.09483488,0.024685896,0.161861131,0.39650925,0.303718148,0,0,0,0,37.4562,126.955,208.507,5.1782,5865.756348,28.3
11,30.6,24.3,37.89897537,80.88504028,28.6871113,21.97009455,7.44929258,64.46692109,0.218690555,0.186250599,0.135990285,0.196359352,0,0,0,0,37.5372,127.085,28.7,0.6233,4466.529297,29.3
20,32.8,25.3,70.53961945,95.45574951,31.42015219,25.30039774,6.431770205,82.91498295,0.102923977,0.078175357,0.285623567,0.025213818,0,0,1.345063288,0,37.6181,127.004,146.554,4.7296,5243.202637,35.1
17,31.5,20.3,43.72686768,90.41292572,31.15433513,20.1767784,3.884203598,125.961599,0.080720528,0.026168163,0.049366676,0.002956507,0,0,0,0,37.6181,127.099,53.4712,0.697,4691.812988,31.7
21,30.7,26.1,44.08166885,76.45069122,33.99741224,25.64118489,7.399225056,12.65908968,0.272782264,0.170404382,0.255896032,0.449174948,0,0,0,0,37.5507,127.04,26.298,0.5721,5211.047852,31.2
10,32.1,20.8,76.03762054,87.21607208,26.42602871,23.55754171,9.892364721,36.72214154,0.21365615,0.580617937,0.712858241,0.521266702,0,0,0.622441059,0,37.4562,126.955,208.507,5.1782,5847.944824,27.5
5,29.7,22.8,41.58558655,88.802742,31.42386724,21.79743013,5.749674867,141.2225323,0.089759112,0.070552142,0.045519626,0.027776601,0,0,0,0,37.5507,127.135,35.038,0.5055,5055.825195,31.9
17,29.3,17.3,47.79919052,94.2271347,28.02727929,19.44942093,4.495349124,128.2804993,0.024885663,0.006547721,0.243616525,0.179444396,0,0,0.489955107,1.586994166,37.6181,127.099,53.4712,0.697,4500.299316,29.4
15,31.7,20.8,32.34944534,70.97737122,33.17708579,24.24422237,6.600426952,34.82633662,0.25097082,0.343497938,0.085640347,0.138259156,0,0,0,0,37.5507,126.937,30.0464,0.8552,4945.837402,32.6
2,22.9,19.2,71.24726105,97.15520477,25.39134622,20.54263705,4.814503292,38.55676909,0.924511009,0.827742239,0.446703132,0.272064319,2.562921673,9.876201674,0.059690601,0,37.6046,127.032,44.7624,0.5141,4907.85791,24.5
12,29.6,24.6,78.25479126,95.03685761,29.66402954,25.94091214,7.570368548,39.09512006,0.23152757,0.398673827,0.437249868,0.157178055,0,0.286117822,0.122432819,0,37.5507,126.988,132.118,0.5931,5350.594238,28
17,23.6,19.6,60.40419769,96.94181061,28.05219217,20.93654361,3.540228218,97.304893,0.406680059,0.351559039,0.384514232,0.559859696,0.006025359,0,0,0,37.6181,127.099,53.4712,0.697,4871.677246,28.2
2,28.5,18.6,36.41911316,83.78780365,30.42750232,20.02646518,5.421289802,56.10804963,0.048821381,0.027227062,0.187230004,0.304283814,0,0,0.002463716,0,37.6046,127.032,44.7624,0.5141,5836.714844,32.1
7,32.2,23.4,45.18501282,85.47172546,30.49373276,22.07311666,4.898975988,143.0657309,0.083783281,0.025983676,0,0.010026133,0,0,0,0,37.5776,126.838,12.37,0.0985,4671.15918,33.3
24,28.6,20.9,46.68307114,77.61455536,32.04580953,24.2025606,6.294462313,44.77328916,0.088246048,0.024662597,0.078950951,0.004973448,0,0,0,0,37.5237,126.909,17.2956,0.2223,5790.700195,33.3
21,31.9,25.1,30.20145035,89.08128357,33.44271581,24.81191876,6.229749014,15.30173965,0.168847718,0.393109815,0.268766716,0.070720937,0,0,0,0,37.5507,127.04,26.298,0.5721,5153.790039,31.1
21,26.9,20.7,47.22862244,93.53324127,28.9869663,19.51623395,6.337729067,23.97906661,0.14462913,0.04415006,0.032032073,0.10510941,0,0,0,0,37.5507,127.04,26.298,0.5721,5153.790039,28.1
10,23.9,20.7,55.47735596,97.27330017,28.31520371,20.86183069,9.5362794,82.28829193,0.277512388,0.044070002,0,0.027160256,0,0,0,0,37.4562,126.955,208.507,5.1782,5764.948242,29.2
19,31.7,25.5,54.95275879,79.68977356,31.78513765,27.30620192,6.993079205,50.69525631,0.601645473,0.373453784,0.356479311,0.518338934,0.008633443,0,0,0,37.5776,126.938,75.0924,1.7678,4869.229004,34.1
12,29.3,22.1,42.57689667,78.45822144,31.99969803,23.59031258,6.877662083,28.40016711,0.323510182,0.089533627,0.418944765,0.37953976,0,0,0.01261352,0,37.5507,126.988,132.118,0.5931,5179.077148,31.5
2,32.3,21.6,48.61689758,84.06895447,34.04511707,24.24433017,6.390582472,80.08412802,0.001870931,0.002380846,0.28321416,0.393328581,0,0,10.03050486,0.620910995,37.6046,127.032,44.7624,0.5141,5836.714844,33.6
18,25,20.3,59.65255737,94.93039703,27.96284753,21.49708339,3.660288418,69.0098151,0.36405784,0.388259407,0.397335225,0.544428292,0,0,0,0,37.4832,127.024,56.4448,1.2313,4850.415527,31.2
6,29.3,24.5,59.88260651,88.75019073,30.83231855,25.08601302,5.786461343,33.29230444,0.494744591,0.524232885,0.24532275,0.198615693,0.000789463,0,0,0,37.5102,127.042,54.6384,0.1457,5652.810547,29.6
7,28.4,24.9,58.66854095,91.09368134,30.19378933,23.99748291,3.88177678,121.4356289,0.228670678,0.111550588,0.058136553,0.049684442,0,0,0,0,37.5776,126.838,12.37,0.0985,5406.260254,33.4
9,26.6,21,64.89263153,86.61885071,27.88729304,22.45465779,7.157599529,83.04860409,0.417520495,0.263137441,0.259820062,0.250570384,0,0,0,0,37.4967,126.826,50.9312,0.4125,4982.36377,28.9
23,30.7,23.6,78.41589355,88.82144928,23.20269022,21.56234941,6.820656935,81.8671298,0.711812165,0.6341413,0.655031076,0.401562653,0.295401425,0.174612389,0.306027909,0.003095093,37.5372,126.891,15.5876,0.1554,5840.055176,25.2
16,32.6,23.9,43.14625549,85.06856537,36.20924872,26.39438772,6.127301276,96.2405839,0.044190594,0.023470744,0.151727131,0.13369139,0,0,0,0,37.4697,126.995,82.2912,2.2579,5296.883301,34.7
6,29.4,25.7,67.49559021,87.60758209,29.662294,26.51902103,8.175169567,34.38086685,0.382843201,0.386578323,0.394699123,0.179816259,0,0,0,0,37.5102,127.042,54.6384,0.1457,5379.994141,33
1,23.8,20.6,93.09183502,100.0001526,23.87787332,21.9943261,10.64542961,12.92802192,0.932563237,0.832159751,0.715485831,0.763773619,10.91944763,9.313743805,0.005966285,0.078868383,37.6046,126.991,212.335,2.785,5981.979492,25.5
13,31.7,23.7,54.35491943,80.89250946,29.10930212,23.63871685,6.219927609,42.07156881,0.123605869,0.372401186,0.492917025,0.705877909,0,0,0,0,37.5776,127.083,59.8324,2.6865,5080.226563,28.8
2,34,24.5,61.16654968,79.95729828,32.56919175,27.17762823,7.663959722,66.62501232,0.315696837,0.370811189,0.307256754,0.401272125,0,0,0,0,37.6046,127.032,44.7624,0.5141,5650.245605,32.7
10,31.5,19.7,46.61836624,89.17015076,29.1579472,21.52043577,10.3760681,62.5524526,0.185030949,0.215012252,0.458252519,0.615172321,0.001218616,0,0,0,37.4562,126.955,208.507,5.1782,4654.749023,30.2
15,32.4,24.5,43.70314407,66.12207794,33.27553847,26.36693482,7.70633932,40.22083608,0.453666314,0.374927301,0.211877939,0.1159947,0.024905936,0,0,0,37.5507,126.937,30.0464,0.8552,5632.461914,32
16,32.8,23.2,47.83355713,91.90283966,33.71660909,26.87971441,6.140090783,102.4116144,0.213714359,0.139852345,0.026156276,0.003014092,0,0,0,0,37.4697,126.995,82.2912,2.2579,5093.864258,32.9
8,26.4,24.3,66.32858276,94.28800201,28.51640873,23.93233585,6.05077826,47.54599607,0.838417387,0.648249925,0.288832657,0.067177551,0.287508365,0.34017277,0,0,37.4697,126.91,52.518,1.5629,5547.546875,31.1
5,32.1,25.6,60.63280869,94.72696686,32.53374807,25.74715783,5.036467801,110.4334874,0.101803457,0.08597288,0.450119172,0.157166481,0,0,0.173771384,0.141480714,37.5507,127.135,35.038,0.5055,5147.667969,33.4
12,28.5,25,57.23862839,94.67558289,29.28935388,24.23805391,7.187702199,52.3268522,0.67594504,0.590188646,0.041547349,0.027994413,2.222790435,0.149182926,0,0,37.5507,126.988,132.118,0.5931,5546.43457,31.6
3,27.8,23.2,50.36068344,82.68881226,30.07968765,22.65650902,6.953356266,44.82076814,0.273966313,0.228515701,0.219455855,0.556514177,0,0,0,2.826656925,37.5776,127.058,33.3068,0.2661,4652.430664,29.4
3,33.9,25.5,57.29758453,72.9822464,30.91576286,26.20095958,6.57488964,39.10209334,0.488839144,0.771226595,0.541315672,0.531222091,0.002782953,0.916285038,0.187139009,0,37.5776,127.058,33.3068,0.2661,5591.194824,31.3
22,29.1,23.6,35.69174576,93.47370148,30.41513045,23.55776314,6.30918928,84.76452859,0.427685578,0.296644835,0.171190387,0.147385902,3.91340313,0.001394753,0.001218443,0,37.5102,127.086,21.9668,0.1332,4782.181641,31.3
20,26.4,21.7,76.95065308,98.11412811,23.0267395,19.50764565,5.212761591,47.99946467,0.647084263,0.711950042,0.49262194,0.487788508,0.434153143,0,0.000103454,0,37.6181,127.004,146.554,4.7296,5153.638672,23.6
8,26.8,22.9,48.85065079,94.45877075,31.4461493,21.92899254,6.346656193,89.96480139,0.754820842,0.125044834,0.148845768,0.218055251,5.973326643,0.154795488,0,0,37.4697,126.91,52.518,1.5629,5845.816895,30.7
24,28.7,25.5,61.20197296,75.51126099,26.85875806,23.28847186,10.21705278,49.12338225,0.628802982,0.538931655,0.65367507,0.747896338,0.045849408,0,0,0.007755857,37.5237,126.909,17.2956,0.2223,5047.767578,27.6
1,27.7,21.9,41.11748505,84.82242584,30.45700873,21.20941649,6.31765753,103.9905573,0.024385496,0.079709032,6.16e-05,1.35e-06,0,0,0,0,37.6046,126.991,212.335,2.785,5275.070313,30.4
18,34.9,24.3,47.78610992,90.79792786,34.01212447,27.04808882,5.955970943,108.1941422,0.236497381,0.104534006,0.026067723,0.004528143,0,0,0,0,37.4832,127.024,56.4448,1.2313,5113.475586,35.6
16,30.6,23.4,74.50203705,91.87811279,28.64455244,25.44320155,8.664759686,88.54370157,0.365234582,0.57984392,0.120032325,0.201401416,0.012131368,0.424595385,0,0,37.4697,126.995,82.2912,2.2579,5375.120117,30.1
23,28,18.7,61.89686966,88.84759521,21.79296893,17.17765588,13.20068343,86.22512118,0.15591056,0.178013516,0.688190684,0.847867015,0,0,0.091949999,0.271665851,37.5372,126.891,15.5876,0.1554,4443.313965,25.4
22,29.6,26.1,61.40455246,91.98117065,30.70451562,23.40600713,5.643939833,73.29818813,0.163852306,0.196332471,0.179333177,0.053198275,0,0,0,0,37.5102,127.086,21.9668,0.1332,5680.842773,31.1
9,31.7,23.7,41.3179245,90.3037262,31.48238598,22.48294699,6.787945807,103.8583154,0.051893512,0.084186996,0.00100064,0,0,0,0,0,37.4967,126.826,50.9312,0.4125,5140.238281,32.6
12,32.5,23.1,67.85793304,90.55809021,26.85963121,23.925285,9.18186005,20.86928972,0.216281008,0.585885373,0.688347935,0.748976748,0,0,0.001549853,0.131380271,37.5507,126.988,132.118,0.5931,5685.068848,27.9
22,28.9,25,54.39712906,93.36518097,29.18523295,24.4028115,8.30625244,91.62680356,0.921071559,0.710797905,0.181947717,0.249827877,3.92449075,0.921125249,0,0,37.5102,127.086,21.9668,0.1332,5597.311523,25.6
20,25.8,24.2,88.7206955,99.98464966,25.22657054,22.98236802,14.61113214,11.58101507,0.844929808,0.620370111,0.789555619,0.73340181,0.196688753,0.187904319,0.002604167,0.000159491,37.6181,127.004,146.554,4.7296,5854.641602,24.9
3,29.1,25.5,54.10939789,87.40589142,32.24518305,23.97564079,6.293248167,13.38269612,0.187443112,0.189251178,0.136564352,0.058879185,0,0,0,0,37.5776,127.058,33.3068,0.2661,5692.631836,30.7
9,30.5,24.2,83.37508392,96.45704651,25.75739348,23.75785392,6.404653649,45.60726674,0.800303047,0.764619004,0.628906028,0.731290589,1.118725002,0.326497009,0,0.036778145,37.4967,126.826,50.9312,0.4125,5604.399414,24.8
6,27.5,24,46.75131226,90.28912354,28.02472301,24.09120212,7.537266036,48.68057942,0.163438869,0.136279054,0.06803586,0.2127785,0,0,0.015542315,0,37.5102,127.042,54.6384,0.1457,4498.840332,29.5
8,25.2,22.9,55.264431,95.86204529,29.22214486,22.24065701,4.06921501,50.76028633,0.762600063,0.640439442,0.183209913,0.502980346,9.81339327,0.153045823,0.438722372,0,37.4697,126.91,52.518,1.5629,5586.337402,25.2
25,32.4,26.6,65.41392517,88.56919098,27.82898986,24.99089968,5.196492602,33.51490843,0.790701191,0.793372889,0.694495384,0.791984002,5.247779662,2.639018049,0,0,37.5237,126.97,19.5844,0.2713,5365.884766,32.3
