"parentspecies","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
"toluene",0.017747963,233.017166184,23,7,8,1,2,39,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"toluene",0.00226632337,254.98625998,22,5,11,1,3,62,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0
"toluene",0.000383047746,281.001910044,26,7,11,1,2,182,40,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0
"toluene",0.0001549315389999,266.98625998,23,6,11,1,3,311,35,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0
"toluene",0.00203689126,226.99134536,20,4,10,1,2,216,40,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
"apin",0.000422084483,324.044109204,34,9,11,2,1,84,40,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0
"apin",0.361897805,294.069930028,34,9,9,2,0,16,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"toluene",2.81879187e-08,238.0324819,26,7,9,0,4,365,40,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0
"decane",5.13689825e-06,267.059030996,31,8,9,1,2,465,40,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"apin",3.21618324e-06,251.064116376,30,8,8,1,3,442,40,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0
"toluene",3.83549727e-06,234.99643074,21,6,9,1,2,41,17,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
"decane",2.0422721e-05,310.064844648,35,9,10,2,1,200,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",2.09164173e-05,220.021917216,23,7,8,0,3,158,3,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
"toluene",0.0054936728,206.006267152,20,6,8,0,1,99,37,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0
"toluene",0.0007309131019999,162.016437912,17,5,6,0,2,15,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"apin",2.95911072e-05,194.079038168,27,7,6,0,3,416,40,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
"toluene",0.00542298087,310.97608922,26,7,13,1,2,275,40,0,0,1,1,1,0,2,0,0,0,0,1,0,1,0,0
"toluene",5.36496133e-06,330.01828838,32,7,13,2,3,503,40,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0
"toluene",3.30170805e-07,269.001910044,25,6,11,1,4,224,30,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0
"apin",3.35860139e-07,238.068867408,30,8,8,0,3,471,40,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0
"toluene",0.0010128706599999,188.032087976,21,7,6,0,3,5,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
"toluene",3.04974606e-06,270.9811746,23,5,12,1,3,118,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
"toluene",8.77438606e-06,174.016437912,18,6,6,0,2,28,7,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"apin",0.0002352913379999,208.058302724,26,7,7,0,3,408,25,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0
"apin",0.00012466801,310.064844648,35,9,10,2,1,324,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",8.01323695e-10,240.011746456,24,6,10,0,5,717,13,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,0
"toluene",2.11463102e-10,240.011746456,24,6,10,0,5,302,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0
"toluene",0.910042892,174.016437912,18,6,6,0,1,17,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"toluene",0.0680289578999999,234.99643074,21,6,9,1,3,9,4,0,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0
"toluene",0.000230761331,373.971732112,31,7,16,2,2,127,27,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
"decane",0.0014363686,235.069201756,29,8,7,1,1,141,40,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"toluene",0.0024967186699999,222.001181772,21,6,9,0,3,257,5,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0
"toluene",9.78713333e-07,204.027002596,22,7,7,0,3,224,40,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
"toluene",5.39672534e-08,315.007389348,30,7,13,1,4,294,18,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
"decane",0.000266399396,237.048466312,27,7,8,1,2,147,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"toluene",0.00072097164,202.011352532,20,7,7,0,1,34,3,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0
"decane",0.00141326706,233.0899372,31,9,6,1,1,246,40,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
"toluene",3.63191439e-05,272.996824664,25,5,12,1,3,313,29,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0
"toluene",0.0871250444,250.99134536,22,6,10,1,2,176,30,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0
"toluene",0.000719144332,250.99134536,22,6,10,1,2,192,40,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0
