"parentspecies","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester"
"apin",0.000597728068,340.075409332,39,10,11,2,2,353,40,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0
"toluene",0.000701814274,357.976817492,30,7,15,2,2,282,30,0,0,1,2,0,0,0,0,1,0,0,1,1,1,0,0
"apin",0.0563049484999999,207.037901628,23,6,7,1,1,66,35,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"apin",0.0001565774069999,293.07468106,35,10,9,1,2,88,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"toluene",1.3261781e-07,254.02739652,27,7,10,0,4,819,40,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0
"toluene",0.00322962125,225.012080804,22,5,9,1,3,59,11,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0
"decane",0.000210544793,324.080494712,38,10,10,2,1,343,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",7.91,231.00151612,21,7,8,1,0,10,10,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0
"toluene",0.000106570026,248.975695296,20,6,10,1,2,47,17,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
"toluene",7.82052205e-05,341.981902872,29,7,14,2,3,302,28,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0
"toluene",0.0105414758,250.99134536,22,6,10,1,2,199,35,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0
"toluene",5.22284338e-08,303.007389348,29,6,13,1,5,161,2,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0
"apin",0.0675500635999999,160.073558864,23,7,4,0,1,50,31,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"toluene",0.0011383801999999,162.016437912,17,5,6,0,2,118,19,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0
"apin",3.35860139e-07,238.068867408,30,8,8,0,3,471,40,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0
"apin",0.000368779769,324.044109204,34,9,11,2,1,193,40,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
"toluene",0.000139884217,265.006995424,25,7,10,1,3,78,2,1,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0
"toluene",0.0002395724779999,357.976817492,30,7,15,2,2,341,40,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0
"toluene",3.19553738e-07,190.011352532,19,6,7,0,3,156,34,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
"toluene",0.00288671728,222.99643074,20,5,9,1,2,173,32,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"apin",0.000144533939,223.032816248,24,6,8,1,2,236,40,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
"toluene",13517.575,102.990557512,8,2,4,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"toluene",2.09164173e-05,220.021917216,23,7,8,0,3,158,3,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
"toluene",0.0055351315,299.012474728,29,7,12,1,4,613,2,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0
"apin",0.0121357315,283.017560108,28,7,11,1,2,280,40,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0
"toluene",0.0004895269,278.98625998,24,7,11,1,1,53,21,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0
"toluene",0.00639742694,246.99643074,22,7,9,1,1,62,33,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0
"toluene",0.0577624765999999,222.99643074,20,5,9,1,2,73,7,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0
"apin",2.95911072e-05,194.079038168,27,7,6,0,3,416,40,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
"toluene",9.78713333e-07,204.027002596,22,7,7,0,3,224,40,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
"toluene",0.000649418606,250.99134536,22,6,10,1,2,98,31,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0
"toluene",4.83538059e-06,224.016831836,23,6,9,0,3,339,25,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
"toluene",0.00131539453,294.9811746,25,7,12,1,2,155,40,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0
"toluene",2.72703204e-06,299.012474728,29,7,12,1,3,627,36,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0
"toluene",0.696247962,341.981902872,29,7,14,2,2,254,40,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0
"apin",0.000299258127,330.01828838,32,7,13,2,2,370,33,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0
"toluene",0.0237004012,268.017894456,26,6,10,2,1,79,37,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0
"apin",2.78436617e-06,267.059030996,31,8,9,1,2,414,40,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"toluene",9.18632067e-05,296.996824664,27,7,12,1,2,166,7,0,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0
"toluene",0.000719144332,250.99134536,22,6,10,1,2,192,40,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0
"toluene",0.0195454654999999,250.99134536,22,6,10,1,1,156,40,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0
"apin",0.000723182662,261.08485182,33,10,7,1,2,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"apin",8.88952966e-05,267.059030996,31,8,9,1,2,359,40,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"toluene",0.0007442211219999,249.996096392,23,7,10,0,3,555,15,0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0
"toluene",3.83549727e-06,234.99643074,21,6,9,1,2,41,17,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
"toluene",2.450535e-06,331.997552936,30,6,14,2,4,681,8,0,0,3,1,0,0,0,0,1,0,0,1,0,1,0,0
"toluene",0.000544840014,253.006995424,24,6,10,1,2,164,40,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
"toluene",0.0038453397799999,309.992073632,27,7,12,2,2,438,5,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0
"toluene",0.0164951902999999,327.966252808,26,6,14,2,2,91,7,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0
"toluene",2.40166634e-07,283.017560108,28,7,11,1,4,179,2,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0
"toluene",9.36027907e-06,222.03756728,25,7,8,0,3,154,40,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
"toluene",7.18636576e-08,220.021917216,23,7,8,0,3,240,3,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0
"toluene",0.0535771665,284.996824664,26,6,12,1,2,243,40,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
"toluene",5.02217542e-07,310.97608922,26,7,13,1,2,401,40,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0
"toluene",1.7673116e-09,236.016831836,24,7,9,0,4,331,24,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0
"apin",2.58144514e-05,312.044109204,33,8,11,2,2,320,11,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0
"toluene",0.0249253574,345.976817492,29,6,15,2,3,162,15,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0
"toluene",2.86805239e-05,180.027002596,20,5,7,0,4,491,3,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0
"decane",7.12961356e-05,310.101230156,39,10,9,2,1,209,40,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",9.27152052e-05,266.98625998,23,6,11,1,2,43,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
"toluene",10.384,248.975695296,20,6,10,1,1,66,20,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
"apin",9.26495766e-05,296.049194584,32,8,10,2,1,205,40,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",3.14456217e-08,299.012474728,29,7,12,1,4,215,5,0,0,2,0,1,0,1,0,1,0,0,0,0,2,0,0
"toluene",0.000391100796,207.00151612,19,5,8,1,2,102,40,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"apin",1.21546731e-05,326.059759268,36,9,11,2,2,153,40,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
"toluene",0.003328115,345.976817492,29,6,15,2,3,254,25,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0
"toluene",0.00036142525,222.001181772,21,6,9,0,2,222,40,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
"apin",0.0043002864499999,294.069930028,34,9,9,2,1,39,31,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.000414456361,250.99134536,22,6,10,1,3,113,13,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
"toluene",1.47766747e-06,206.006267152,20,6,8,0,3,95,7,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0
"toluene",2.80472553e-06,309.992073632,27,7,12,2,2,155,40,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
"decane",0.0496273921,292.090665472,36,10,8,2,0,87,40,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"apin",0.00625315079,230.079038168,30,10,6,0,1,128,40,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0
"apin",0.00571700151,278.075015408,33,9,8,2,0,40,40,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"apin",0.000170109982,263.064116376,31,9,8,1,1,198,40,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0
"toluene",5.0015291e-05,210.001181772,20,5,9,0,3,321,40,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0
"toluene",0.0001779535219999,329.981902872,28,6,14,2,2,333,40,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
"toluene",4.413,295.976423568,24,6,12,2,2,146,9,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0
"decane",2.59585891e-05,222.146723804,37,10,5,0,3,373,40,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"apin",7.10248799e-06,370.049588508,39,10,13,2,2,289,40,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0
"toluene",2.70644718e-05,299.012474728,29,7,12,1,3,269,39,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0
"toluene",6.86618863e-09,252.011746456,25,7,10,0,4,186,2,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0
"toluene",1.10844043e-07,222.001181772,21,6,9,0,4,140,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
"toluene",0.000738500401,266.98625998,23,6,11,1,2,146,30,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0
"toluene",2.44838103e-05,300.991739284,27,6,13,1,3,337,40,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0
"apin",0.0054746104799999,312.007723696,29,7,12,2,1,169,40,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0
"toluene",2.55508055e-05,297.992073632,26,6,12,2,3,371,9,0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0
"toluene",0.000923364707,281.001910044,26,7,11,1,1,190,1,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0
"toluene",1.12902756e-05,313.986988252,27,6,13,2,3,491,40,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
"toluene",0.0010128706599999,188.032087976,21,7,6,0,3,5,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
"toluene",5.39672534e-08,315.007389348,30,7,13,1,4,294,18,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
"toluene",0.00016821233,160.000787848,15,5,6,0,2,20,9,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"toluene",0.00285727855,237.996096392,22,6,10,0,3,93,18,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0
"toluene",0.00226632337,254.98625998,22,5,11,1,3,62,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0
"toluene",1.20833378e-06,316.002638316,29,6,13,2,4,171,26,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0
"decane",2.0422721e-05,310.064844648,35,9,10,2,1,200,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",2.21685099e-06,359.992467556,32,7,15,2,3,549,40,0,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0
"toluene",0.000159382187,217.022251564,22,7,7,1,2,51,7,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0
"toluene",3.88052096e-09,328.002638316,30,7,13,2,4,371,4,0,0,3,1,0,1,0,0,1,1,0,0,1,0,0,0
"toluene",0.000224159624,343.961167428,27,6,15,2,3,257,1,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0
"toluene",0.0011001752199999,262.99134536,23,7,10,1,1,26,11,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
"toluene",3.93067179e-05,218.006267152,21,7,8,0,2,19,5,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"toluene",0.0680289578999999,234.99643074,21,6,9,1,3,9,4,0,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0
"toluene",0.0114271449,293.997159012,26,7,11,2,1,44,34,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
"toluene",1.20802124e-07,224.016831836,23,6,9,0,4,71,22,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0
"apin",0.00012466801,310.064844648,35,9,10,2,1,324,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",5.98529241e-07,266.98625998,23,6,11,1,3,36,10,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0
"decane",4.52425335e-07,279.059030996,32,9,9,1,2,430,40,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0
"toluene",0.00072097164,202.011352532,20,7,7,0,1,34,3,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0
"toluene",0.00321712956,241.006995424,23,5,10,1,4,42,21,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0
"toluene",0.372728135,148.000787848,14,4,6,0,1,9,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
"apin",0.0001431711709999,253.07976644,32,8,8,1,2,312,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
"toluene",6.85533195e-05,271.017560108,27,6,11,1,4,502,9,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0
"toluene",0.00202148664,209.017166184,21,5,8,1,2,126,40,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
"toluene",3.35901582e-05,359.992467556,32,7,15,2,3,463,40,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,0
"toluene",0.00698808602,199.995702468,18,7,7,0,1,5,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0
"apin",0.00131512338,194.04265266,23,6,7,0,3,175,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"toluene",5.93949014e-07,252.011746456,25,7,10,0,3,254,18,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0
"apin",0.0001181911499999,283.017560108,28,7,11,1,3,561,40,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"toluene",6.99383531e-06,325.986988252,28,7,13,2,2,543,40,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0
"apin",6.96889688e-06,326.059759268,36,9,11,2,2,449,40,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
"toluene",7.32913132e-05,300.991739284,27,6,13,1,3,598,40,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0
"toluene",1.3263158e-05,284.996824664,26,6,12,1,3,333,40,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0
"toluene",4.38193063e-07,255.022645488,26,6,10,1,4,142,13,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0
"toluene",0.017747963,233.017166184,23,7,8,1,2,39,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"toluene",0.0004398075849999,313.986988252,27,6,13,2,2,234,35,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0
"toluene",0.184006612,191.0066015,18,5,7,1,2,59,10,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
"toluene",4.87304907e-05,234.001181772,22,7,9,0,3,92,9,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
"toluene",0.00345989381,327.966252808,26,6,14,2,2,198,40,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0
"apin",7.89314956e-06,295.053945616,33,9,10,1,2,452,40,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0
"decane",0.000263659145,233.053551692,27,8,7,1,1,127,40,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0
"toluene",0.0001549315389999,266.98625998,23,6,11,1,3,311,35,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0
"decane",1.88535584e-05,281.07468106,34,9,9,1,2,345,40,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"toluene",0.000134106383,312.007723696,29,7,12,2,3,771,40,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0
"toluene",0.000740914207,269.001910044,25,6,11,1,2,99,10,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
"apin",0.0009670579479999,324.044109204,34,9,11,2,2,163,40,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.0185286977,246.99643074,22,7,9,1,1,34,26,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
"apin",0.0952628803,282.03354452,29,7,10,2,1,104,40,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"toluene",0.0096029814499999,295.976423568,24,6,12,2,1,67,40,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
"toluene",3.23986754e-06,249.996096392,23,7,10,0,3,229,8,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
"decane",6.13822433e-05,251.136887392,38,10,6,1,2,341,40,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"apin",9.11603493e-06,277.07976644,34,10,8,1,2,48,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"toluene",0.0002067752219999,219.985531708,19,6,9,0,2,72,20,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
"toluene",0.131279397,250.99134536,22,6,10,1,1,28,15,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
"toluene",0.0006744461349999,341.981902872,29,7,14,2,2,494,40,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0
"decane",0.00484414282,228.022979836,23,4,9,2,2,308,40,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.000252588319,327.966252808,26,6,14,2,2,153,13,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
"toluene",8.91358708e-08,249.012080804,24,7,9,1,3,79,14,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
"toluene",0.000648549423,357.976817492,30,7,15,2,2,507,40,0,0,1,1,0,0,2,0,1,0,0,1,0,1,0,0
"toluene",0.00110952858,207.985531708,18,5,9,0,3,78,24,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"toluene",6.12676062e-05,281.001910044,26,7,11,1,3,169,5,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
"apin",8.41752006e-06,310.064844648,35,9,10,2,1,316,40,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.0832540493,158.021523292,17,6,5,0,1,16,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"toluene",5.55622948e-05,202.011352532,20,7,7,0,3,17,8,1,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0
"toluene",0.0002815854569999,250.99134536,22,6,10,1,2,187,40,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0
"toluene",0.000101395885,296.996824664,27,7,12,1,2,252,40,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0
"toluene",1.52637844e-07,210.001181772,20,5,9,0,4,354,21,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0
"apin",7.54036372e-06,344.033938444,35,8,13,2,3,545,24,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0
"apin",8.08982527e-06,340.075409332,39,10,11,2,2,442,39,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",2.63541026e-07,253.006995424,24,6,10,1,4,445,5,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0
"toluene",0.000261814662,219.00151612,20,6,8,1,2,151,40,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0
"toluene",0.00111397623,249.012080804,24,7,9,1,1,44,17,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"apin",0.00175623351,284.049194584,31,7,10,2,2,176,22,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
"toluene",0.00028218861,345.976817492,29,6,15,2,2,522,40,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
"apin",1.51672508e-05,280.079432092,35,10,9,0,2,414,4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"toluene",0.29556406,187.995702468,17,6,7,0,1,16,10,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
"toluene",0.0008673205849999,234.001181772,22,7,9,0,1,180,18,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0
"toluene",0.0043457700399999,280.965524536,22,6,12,1,2,17,1,0,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0
"toluene",0.0087377649199999,307.976423568,25,7,12,2,0,93,40,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0
"apin",2.76261856e-06,342.054673888,37,9,12,2,2,500,40,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"toluene",0.000580442309,188.032087976,21,7,6,0,2,11,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"toluene",0.000134354314,345.976817492,29,6,15,2,3,291,16,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
"toluene",1.91581352e-09,314.02337376,31,7,12,2,4,312,17,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0
"toluene",0.00673009381,160.000787848,15,5,6,0,2,19,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"apin",1.3050248e-07,238.068867408,30,8,8,0,3,705,40,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0
"toluene",0.0070564099599999,255.022645488,26,6,10,1,3,212,24,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0
"toluene",2.82543948e-06,341.981902872,29,7,14,2,3,336,15,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0
"toluene",0.000118544862,310.97608922,26,7,13,1,2,257,40,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
"toluene",0.0980094664999999,281.997159012,25,6,11,2,1,106,40,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"apin",5.41604048e-05,225.048466312,26,6,8,1,3,249,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"toluene",5.35996132e-10,254.02739652,27,7,10,0,5,400,9,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0
"apin",7.81951872e-07,246.073952788,31,10,7,0,3,703,40,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
"toluene",0.0122157909999999,250.99134536,22,6,10,1,2,144,18,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0
"decane",0.110062197,217.058637072,26,8,6,1,0,43,40,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
"toluene",0.00545147324,148.037173356,18,5,5,0,2,18,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"toluene",0.00101942904,202.011352532,20,7,7,0,2,35,8,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
"apin",6.625417e-06,314.02337376,31,7,12,2,2,576,40,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
"toluene",2.11463102e-10,240.011746456,24,6,10,0,5,302,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0
"toluene",0.00246999059,345.976817492,29,6,15,2,2,532,40,0,0,0,1,1,0,0,0,2,0,0,0,1,1,1,0
"toluene",2.57627691e-06,284.996824664,26,6,12,1,4,313,12,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0
"decane",1.75841036e-06,248.089602852,33,10,7,0,2,516,40,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
"toluene",0.000144811919,238.99134536,21,5,10,1,2,28,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"toluene",44.936,124.052429496,17,7,2,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"toluene",0.0003945002499999,309.992073632,27,7,12,2,2,163,40,0,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0
"toluene",8.12439796e-10,283.017560108,28,7,11,1,5,526,8,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0
"toluene",0.00387790956,222.99643074,20,5,9,1,2,51,25,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"toluene",4.48811015e-06,257.001910044,24,5,11,1,4,79,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0
"toluene",1.7806833e-05,282.9811746,24,6,12,1,3,200,40,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0
"toluene",0.000246653347,253.006995424,24,6,10,1,3,471,28,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0
"toluene",8.36277789e-10,252.011746456,25,7,10,0,4,289,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0
"toluene",7.89712035e-06,206.006267152,20,6,8,0,3,99,10,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0
"toluene",1.01127683e-09,296.996824664,27,7,12,1,3,256,35,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0
"apin",3.25807964e-07,220.094688232,31,9,6,0,3,470,40,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"apin",5.45238161e-07,283.017560108,28,7,11,1,3,387,4,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0
"toluene",2.94448903e-08,249.012080804,24,7,9,1,3,18,8,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0
"apin",7.91454727e-08,295.053945616,33,9,10,1,3,793,40,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0
"toluene",6.20707828e-10,238.0324819,26,7,9,0,4,173,1,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0
"toluene",0.000691445433,300.007723696,28,6,12,2,2,203,40,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
"apin",8.55033251e-06,299.048860236,33,8,11,1,2,701,40,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0
"decane",1.02696744e-07,234.110338296,34,10,6,0,2,227,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"apin",0.00900681174,209.053551692,25,6,7,1,2,165,40,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"apin",0.00069580647,344.033938444,35,8,13,2,2,324,40,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
